-0.65875 0.04905 0 
-0.89207 0.12991 1 
-0.92312 0.06246 1 
-0.83839 0.27919 1 
-0.68314 0.26135 3 
-0.67048 0.23289 0 
-0.88758 0.22104 3 
-0.69689 0.05533 3 
-0.54612 -0.05036 0 
-0.66472 0.17284 3 
-0.5165 -0.00949 1 
-0.71064 -0.01948 0 
-0.44182 0.16492 0 
-0.80541 0.14851 2 
-0.87083 -0.00484 0 
-0.65236 0.1043 0 
-0.8385 0.20429 2 
-0.82723 0.19363 1 
-0.78521 0.02927 0 
-0.68842 0.03481 1 
-0.86852 0.18534 3 
-0.75875 -0.08876 0 
-0.65911 -0.11695 1 
-0.6781 0.15828 1 
-0.57162 0.0391 2 
-0.73456 -0.07702 1 
-0.49186 0.1141 2 
-0.59386 0.01166 1 
-0.71527 0.24051 2 
-0.59973 0.13379 1 
-0.93939 -0.11694 1 
-0.58945 0.06209 1 
-0.84879 0.02202 1 
-0.58798 -0.00688 0 
-0.77668 -0.01907 3 
-0.88021 -0.08904 3 
-0.59583 0.1601 3 
-0.76591 0.13926 0 
-0.56968 -0.07499 1 
-0.74376 0.04938 1 
-0.80611 -0.10124 1 
-0.87865 0.11756 0 
-0.49415 0.27133 1 
-0.58338 -0.10559 3 
-0.52552 0.26116 0 
-0.82341 0.12578 0 
-0.76697 0.09835 0 
-0.79556 0.13529 2 
-0.84999 -0.09001 2 
-0.64401 0.3139 0 
-0.67522 -0.05552 1 
-0.71409 0.0802 1 
-0.66942 0.19668 1 
-0.76607 -0.05256 3 
-0.62605 0.16716 3 
-0.6449 0.08224 2 
-0.79705 -0.26526 2 
-0.75027 -0.00338 0 
-0.47917 -0.28602 2 
-0.4924 0.0121 2 
-0.80743 0.15741 1 
-0.82313 0.0484 1 
-0.7369 0.1733 1 
-0.67421 -0.0444 3 
-0.95682 0.12411 2 
-0.69533 0.13012 3 
-0.65709 0.00234 3 
-0.77275 0.3166 1 
-0.6763 -0.11121 2 
-0.65389 0.15376 0 
-0.91789 0.02752 0 
-0.8091 0.02384 3 
-0.97328 0.21385 1 
-0.43101 0.14592 2 
-0.72842 0.18627 3 
-0.8377 0.13037 3 
-0.78284 -0.11979 3 
-0.66492 0.02779 3 
-0.80239 -0.17037 0 
-0.55661 0.07506 3 
-0.68394 0.12565 0 
-0.48162 0.06168 0 
-0.8751 0.09773 2 
-0.76045 0.12491 0 
-0.97259 0.15928 0 
-0.68058 -0.00967 0 
-0.63184 0.04853 0 
-0.89505 0.02883 3 
-0.8011 0.08577 3 
-0.69533 0.02989 2 
-0.8021 0.13317 1 
-0.81401 0.16619 1 
-0.99545 0.13895 3 
-0.725 0.10478 0 
-0.74691 0.23865 3 
-0.69454 0.1475 2 
-0.9992 -0.1543 1 
-0.83412 0.05878 1 
-0.65136 -0.04971 1 
-0.82061 0.02936 0 
-0.63153 -0.01937 3 
-0.62241 -0.09634 2 
-0.7596 0.0153 1 
-0.62763 0.14782 0 
-0.91529 -0.04651 2 
-0.9208 0.11151 2 
-0.88983 -0.04682 1 
-0.62627 0.17131 0 
-0.93496 0.00291 0 
-0.63724 0.00766 3 
-0.87912 0.19156 0 
-0.56475 -0.14276 0 
-0.89988 0.11746 2 
-0.61178 -0.06574 1 
-0.65738 0.03357 2 
-0.46222 0.21467 1 
-0.67171 0.20953 3 
-0.72888 0.26092 2 
-0.77323 0.05611 3 
-0.59188 0.05036 0 
-0.68312 0.13779 3 
-0.70055 -0.01324 2 
-0.842 0.01801 3 
-0.78846 0.08464 1 
-0.65381 0.122 0 
-0.69566 -0.33908 3 
-0.69174 -0.08086 0 
-0.56939 -0.05193 0 
-0.71381 0.16169 1 
-0.80753 -0.03735 0 
-0.78936 0.29944 2 
-0.95819 0.12335 1 
-0.66423 -0.04856 1 
-0.584 -0.11351 1 
-0.54425 0.10225 3 
-0.74123 0.00414 0 
-0.99282 0.16039 2 
-0.86421 0.10905 2 
-0.86962 -0.12128 3 
-0.76134 0.04324 1 
-0.64886 -0.05437 1 
-0.60483 0.10482 1 
-0.64446 -0.06393 2 
-0.84495 0.22314 1 
-0.58082 0.24164 1 
-0.80044 0.03894 2 
-0.70775 0.1016 2 
-0.89849 0.00283 0 
-0.60485 0.11533 1 
-0.71337 0.18349 1 
-0.68104 0.0254 0 
-0.60367 0.04724 1 
-0.86624 0.17433 1 
-0.55114 0.20066 1 
-0.65818 0.04026 2 
-0.62956 -0.07897 3 
-0.71358 -0.01366 2 
-0.75503 0.24922 0 
-0.71095 0.08587 3 
-0.61761 0.23198 1 
-0.80811 0.20641 0 
-0.73169 0.05517 2 
-0.74389 -0.00963 1 
-0.7256 0.16407 2 
-0.61763 -0.04094 1 
-0.67428 0.14173 2 
-0.95175 -0.01241 0 
-0.58533 0.08192 2 
-0.60199 -0.11466 0 
-0.73483 -0.04988 0 
-0.81832 0.19443 1 
-0.66379 -0.11123 0 
-0.64831 0.1367 3 
-0.46535 0.06683 0 
-0.82116 0.00305 3 
-0.66672 -0.04673 2 
-0.68197 0.19561 1 
-0.74031 0.17967 2 
-0.77858 0.27791 2 
-0.77336 0.13006 1 
-0.88359 0.1918 1 
-0.84942 0.00284 1 
-0.90977 0.13737 3 
-0.96289 0.0849 1 
-0.75054 0.08818 3 
-0.52251 0.15082 3 
-0.66239 -0.08861 1 
-0.64927 0.08829 0 
-0.72711 -0.01536 0 
-0.79533 -0.08205 2 
-0.78549 0.16694 0 
-0.60798 0.19492 3 
-0.50197 0.13694 1 
-0.72606 -0.26616 1 
-0.84119 0.08396 1 
-0.77437 0.09442 2 
-0.75451 0.12876 0 
-0.61534 0.16065 3 
-0.78984 0.11862 3 
-0.6189 -0.33055 2 
-0.75389 -0.1518 3 
